"Timestamp","Please, select your college/department ","Please, specify your program","Which of the following best describes your current status?","How many years into your current program are you?","Do you receive UVM stipend?","Is your stipend...","On the scale of 1-5, where 1 is ""extremely dissatisfied"" and 5 is ""extremely satisfied"", how satisfied are you with your current UVM stipend? ","Do you pay comprehensive fees?","Do you own or rent the house where you currently live?","Do you have any dependants (a child, spouse, parent, or certain other relative to whom you contribute all or a major amount of necessary financial support)?","How much do you pay for rent/ mortgage monthly? Please specify the exact amount in $ that you personally pay. ","Do you pay..","On average, how much do you pay monthly for utilities? (Heat, Electricity, Internet) ","Do you have a budgeted savings per month?"," Please list your top 3 monthly expenses","Please list top 3 things on which you would like to spend more money monthly","Please provide any additional comments or observations"
"2019/02/13 1:32:12 PM EST","COLLEGE OF NURSING AND HEALTH SCIENCES","Cellular Molecular Biology","Doctoral student","Forth year","Yes, Full (20h) GRA","12-month stipend?","3","Yes, full fee","Rent","No","706","Full amount of the rent/ mortgage","$50-$100","No","rent, car insurance, phone bill","savings, dentist, eye care ","It is very hard to balance a car payment, car insurance, phone bill, on top of rent and utilities. Currently I am without any savings and every other year I opt to pay for vision or dental due to cost. During my four years at UVM, I spent two years working a part-time job to be able to afford all of my expenses plus a healthy lifestyle outside of work. I ended up quitting this job because I was exhausted. We currently are paid about $12 an hour. For an adult student who is unmarried and without the help of parents this presents a constant struggle. There is no way I can afford my own apartment as a 30 year-old and it is embarrassing. "
"2019/02/13 1:33:20 PM EST","COLLEGE OF AGRICULTURE AND LIFE SCIENCES","Animal Science","Master's student","Second year","Yes, Full (20h) GTA","12-month stipend?","3","Yes, full fee","Rent","No","725","Partial amount of the rent/ mortgage","Less than $50","No","Rent, bills (phone, computer loan), and food","Better food, my savings, my college loans",""
"2019/02/13 1:36:01 PM EST","COLLEGE OF ARTS AND SCIENCES","Department of Biology","Doctoral student","First year","Yes, Mixed full-time (20h), GRA+GTA","12-month stipend?","4","Yes, full fee","Rent","No","$750","Full amount of the rent/ mortgage","$100-$150","No","Groceries, gas, restaurants","",""
"2019/02/13 1:38:42 PM EST","COLLEGE OF ARTS AND SCIENCES","History","Master's student","First year","Yes, Part-time (10h)","Other","5","I was given money from the Department's Thompson fund to cover it because it would have depleted my semester funds one-third.","Rent","No","$877","Full amount of the rent/ mortgage","Less than $50","Yes","Rent, Phone Bill, Groceries","School supplies and materials, professional development, health products. ",""
"2019/02/13 1:39:27 PM EST","COLLEGE OF NURSING AND HEALTH SCIENCES","MPH","Master's student","First year","No","","","Yes, full fee","Rent","No","700","Partial amount of the rent/ mortgage","$50-$100","Yes","Rent, car payment, car insurance","Food, books, ",""
"2019/02/13 1:41:24 PM EST","COLLEGE OF ARTS AND SCIENCES","Clinical Psychology ","Doctoral student","First year","Yes, Full (20h) GTA","9-month stipend?","1","Yes, full fee","Rent","Yes","$800","Full amount of the rent/ mortgage","$100-$150","No","Utilities, Groceries, Healthcare costs ","Self-care, books to read for pleasure, medicine ","The comprehensive fees are extremely expensive and on an already low GTA stipend, it’s not fair to have to pay for the comprehensive fees. I would also appreciate the conversation around raising the GTA/GRA salary to afford Burlington expensive housing costs."
"2019/02/13 1:42:12 PM EST","COLLEGE OF AGRICULTURE AND LIFE SCIENCES","Agroecology","Doctoral student","Forth year","Yes, Full (20h) GTA","12-month stipend?","4","No, my grant/program covers it","Rent","No","650","Partial amount of the rent/ mortgage","$150-$200","No","Food, travel, leisure  ","Food, towards a savings account, clothing",""
"2019/02/13 1:51:57 PM EST","COLLEGE OF ARTS AND SCIENCES","History","Master's student","Second year","Yes, Full (20h) GTA","Other","3","Unsure","Rent","Fiance","1810","Full amount of the rent/ mortgage","$50-$100","Yes","Rent, Utilities, Food","Car payments, Food, Leisure Activities",""
"2019/02/13 1:52:13 PM EST","COLLEGE OF EDUCATION AND SOCIAL SERVICES","Social Work","Master's student","First year","No","","","No, my grant/program covers it","Rent","No","$800.00","Partial amount of the rent/ mortgage","$50-$100","No","Grocery, gas, and personal","Fun activities, groceries",""
"2019/02/13 1:53:48 PM EST","COLLEGE OF MEDICINE","CMB Program","Doctoral student","Second year","Yes, Full (20h) GTA","12-month stipend?","2","Yes, full fee","Rent","No","750","Partial amount of the rent/ mortgage","$100-$150","No","Rent, food, heat","Savings, food, health ( dentist/yoga classes)","It is difficult to feel secure in an emergency situation because of the difficulty saving money. I need to have dental work done and am stressed about  having to spend my limited savings."
"2019/02/13 1:57:28 PM EST","COLLEGE OF ARTS AND SCIENCES","Clinical Psychology","Doctoral student","Third year","Yes, Full (20h) GRA","12-month stipend?","4","Yes, full fee","Own","No","515.30","Partial amount of the rent/ mortgage","Greater than $300","Yes","homeowners association fees, gas, cable/internet","savings, health, self-care/mental health",""
"2019/02/13 2:00:56 PM EST","COLLEGE OF ARTS AND SCIENCES","Neuroscience graduate program","Doctoral student","Forth year","Yes, Full (20h) GRA","12-month stipend?","4","Yes, full fee","Rent","No","890","Partial amount of the rent/ mortgage","$50-$100","No","Rent, groceries, phone","Savings, hobbies, travel",""
"2019/02/13 2:03:18 PM EST","COLLEGE OF EDUCATION AND SOCIAL SERVICES","MSW","Master's student","Second year","No","","","I am not sure what you mean by ""comprehensive fees"" but UVM does not cover any of my education costs.","Own","No","2500.00","Full amount of the rent/ mortgage","$150-$200","Yes","Mortgage, car payment, gas","Savings, IRA, home improvement",""
"2019/02/13 2:04:54 PM EST","COLLEGE OF EDUCATION AND SOCIAL SERVICES","Education Leadership and Policy Studies","Doctoral student","Forth year","Yes, Part-time (10h)","Other","5","Yes, full fee","Own","Yes","$1500","Full amount of the rent/ mortgage","Greater than $300","Yes","Housing, Food, College tuition for sons x 2","I don't know answer to that - savings, savings and investment",""
"2019/02/13 2:11:44 PM EST","COLLEGE OF MEDICINE","Neuroscience","Doctoral student","Second year","Yes, Mixed full-time (20h), GRA+GTA","12-month stipend?","4","Yes, full fee","Rent","No","$725","Partial amount of the rent/ mortgage","$50-$100","No","Housing, car loan payments, groceries","Social events, gear for outdoor activities, ",""
"2019/02/13 2:19:42 PM EST","COLLEGE OF ARTS AND SCIENCES","Biology","Doctoral student","Third year","Yes, Full (20h) GTA","9-month stipend?","3","Yes, full fee","Rent","No","590","Partial amount of the rent/ mortgage","$150-$200","No","Rent, Utilities, and Fuel","Groceries, Savings, and Entertainment",""
"2019/02/13 2:29:23 PM EST","COLLEGE OF ENGINEERING AND MATHEMATICAL SCIENCES","Complex Systems","Doctoral student","First year","Yes, Full (20h) GRA","12-month stipend?","4","Yes, full fee","Rent","No","1025","Full amount of the rent/ mortgage","$50-$100","No","rent, insurance, food","food, loan payments, self-care","Having a savings isn't really possible. The comp fee is brutal. It should be part of the tuition scholarship. It makes it so my taxes say I make $2000 more than I get."
"2019/02/13 2:29:52 PM EST","COLLEGE OF ARTS AND SCIENCES","Geology","Master's student","First year","Yes, Full (20h) GTA","9-month stipend?","3","Yes, full fee","Rent","No","$500","Partial amount of the rent/ mortgage","$50-$100","No","Rent, food, student loan payments","Food",""
"2019/02/13 2:30:40 PM EST","COLLEGE OF ARTS AND SCIENCES","Geology","Master's student","Second year","Yes, Full (20h) GTA","9-month stipend?","3","Tuition is covered, grad. Fees are not. ","Own","Yes","2200","Full amount of the rent/ mortgage","Greater than $300","No","Mortgage, heating, food","Savings, dental, housing repair ","The cost of living is quite high leaving us to either get second jobs, or take out more student loans, and to cut back to less than comfortable living conditions—giving us more stress that we don’t need. "
"2019/02/13 2:44:17 PM EST","COLLEGE OF MEDICINE","Cellular, Molecular, Biomedical Science","Doctoral student","Fifth year","Yes, Full (20h) GRA","12-month stipend?","4","Yes, full fee","Own","No","$650","Full amount of the rent/ mortgage","$50-$100","Yes","Mortgage, heating, grocery","entertainment",""
"2019/02/13 2:52:53 PM EST","COLLEGE OF AGRICULTURE AND LIFE SCIENCES","Masters of Science in Dietetics","Master's student","Second year","No","","","Yes, full fee","Rent","No","555","Full amount of the rent/ mortgage","$50-$100","No","Rent, groceries, utilities ","Groceries, savings account",""
"2019/02/13 2:58:14 PM EST","COLLEGE OF MEDICINE","Neuroscience","Doctoral student","Fifth year","Yes, Full (20h) GRA","12-month stipend?","2","Yes, full fee","Rent","No","725","Partial amount of the rent/ mortgage","$100-$150","Yes","Rent; Food; Beer","Beer; Skis; Gadgets","N/A"
"2019/02/13 3:23:17 PM EST","COLLEGE OF ARTS AND SCIENCES","Msw","Master's student","Second year","Yes, Part-time (10h)","9-month stipend?","2","Yes, full fee","Own","Yes","1050","Full amount of the rent/ mortgage","$200-$300","Yes","Food, heat, shelter","Food, health,  selfcare",""
"2019/02/13 3:31:50 PM EST","COLLEGE OF AGRICULTURE AND LIFE SCIENCES","PSS","Master's student","First year","Yes, Full (20h) GRA","12-month stipend?","1","Yes, full fee","Own","Yes","1,650","Partial amount of the rent/ mortgage","Greater than $300","No","Housing, Groceries, Phone/Internet","Savings, childcare, school supplies",""
"2019/02/13 3:36:30 PM EST","COLLEGE OF MEDICINE","CMB","Doctoral student","Second year","Yes, Mixed full-time (20h), GRA+GTA","12-month stipend?","3","Yes, full fee","Rent","No","$635","Full amount of the rent/ mortgage","$100-$150","Yes","rent, food, utilities (including phone)","retirement contributions, savings, athletic endeavours",""
"2019/02/13 3:57:14 PM EST","COLLEGE OF NURSING AND HEALTH SCIENCES","Communicative Sciences and Disorders","Master's student","First year","No","","","Yes, full fee","Rent","No","775.00","Partial amount of the rent/ mortgage","$50-$100","No","Rent, utilities and food","Gas, food, and gym membership",""
"2019/02/13 4:17:24 PM EST","COLLEGE OF AGRICULTURE AND LIFE SCIENCES","pbio","Doctoral student","Six years and more","No","","","Yes, full fee","Own","Yes","2500$","Partial amount of the rent/ mortgage","Greater than $300","No","food, mortgage, car","travel",""
"2019/02/13 4:22:38 PM EST","COLLEGE OF ENGINEERING AND MATHEMATICAL SCIENCES","Computer Science","Master's student","First year","No","","","Yes, full fee","Rent","No","850","Full amount of the rent/ mortgage","$100-$150","No","Rent, Food, Cable/Internet","",""
"2019/02/13 5:07:23 PM EST","COLLEGE OF ARTS AND SCIENCES","Chemistry","Doctoral student","Forth year","Yes, Full (20h) GTA","9-month stipend?","3","Yes, full fee","Rent","No","600","Partial amount of the rent/ mortgage","$50-$100","No","Rent, Bills, Food","Travel, savings account, entertainment","I make enough money to survive month to month but have not been able to save up money or take the time to do leisure activities, like travel, go on vacation, etc. "
"2019/02/13 5:33:38 PM EST","COLLEGE OF ARTS AND SCIENCES","English","Master's student","Second year","Yes, Full (20h) GTA","9-month stipend?","3","No, my grant/program covers it","Rent","No","$600.00","Partial amount of the rent/ mortgage","$50-$100","Yes","Rent, Groceries, Utilities (Gas, Electricity and Internet)","Groceries, Medical Bills, Rent","Stipend is currently enough to get by, but I lucked out by finding a cheaper apartment a year after I moved here, which cut my rent in half. Before that, I was struggling. I have a chronic medical condition - when it flares up, my expenses increase drastically and I have to dip into my savings. Also, I struggle to get by during the summer - had to take on a second and third job to make sure I could keep paying rent and save a little. "
"2019/02/13 5:41:07 PM EST","COLLEGE OF ARTS AND SCIENCES","Chemistry","Doctoral student","Forth year","Yes, Mixed full-time (20h), GRA+GTA","9-month stipend?","1","Yes, full fee","Rent","No","500","Full amount of the rent/ mortgage","$50-$100","Yes","Rent, Utilities, Food","Fun, Fun, Fun",""
"2019/02/13 5:42:45 PM EST","COLLEGE OF ARTS AND SCIENCES","English literature","Master's student","First year","Yes, Full (20h) GTA","9-month stipend?","4","No, my grant/program covers it","Rent","Yes","$925","Full amount of the rent/ mortgage","$100-$150","No","Rent, food, utilities ","Savings, savings, savings",""
"2019/02/13 5:56:41 PM EST","COLLEGE OF EDUCATION AND SOCIAL SERVICES","Education Leadership and Policy","Doctoral student","Forth year","No","","","No, I am not required to pay the fees","Own","No","$800","Partial amount of the rent/ mortgage","Greater than $300","Yes","Mortgage, Car payment, Heat (propane) ","Paying down credit; Extra toward mortgage; live music",""
"2019/02/13 6:34:13 PM EST","COLLEGE OF EDUCATION AND SOCIAL SERVICES","Educational Leadership and Policy Studies","Doctoral student","Begin in fall, 2019","No","","","Begin in fall, 2019","Rent","No","$1200","Full amount of the rent/ mortgage","nothing (included in rent)","No","Auto, Rent, Insurance/Transportation Upkeep/fuel","Flight money for conferences/visit home","It is very stressful to wait for the information as to whether or not I have funding as I attempt to make plans for the fall."
"2019/02/13 6:49:42 PM EST","RUBENSTEIN SCHOOL OF ENVIRONMENT AND NATURAL RESOURCES","Forest science ","Master's student","Third year","Yes, Mixed full-time (20h), GRA+GTA","12-month stipend?","5","Yes, reduced fee (I am a continuous studies student)","Rent","No","700","Partial amount of the rent/ mortgage","$100-$150","No","Rent , food, utilities","Savings, student loan, leisure ",""
"2019/02/13 6:58:14 PM EST","COLLEGE OF ARTS AND SCIENCES","Chemistry ","Doctoral student","Fifth year","Yes, Full (20h) GRA","9-month stipend?","2","Yes, reduced fee (I am a continuous studies student)","Rent","No","700 ","Full amount of the rent/ mortgage","$100-$150","Yes","Groceries, Rent, Utilities ","Food, Hobbies, Travel",""
"2019/02/13 7:40:31 PM EST","COLLEGE OF NURSING AND HEALTH SCIENCES","Communication Sciences and Disorders","Master's student","Recently Accepted","No","","","Yes, reduced fee (I am a continuous studies student)","Rent","Yes","$940","Full amount of the rent/ mortgage","$50-$100","Yes","Electricity, Internet, Food","Internet, Food, Extracurricular",""
"2019/02/14 7:19:16 AM EST","COLLEGE OF MEDICINE","Public Health","Master's student","First year","No","","","Yes, full fee","Rent","No","750","Partial amount of the rent/ mortgage","nothing (included in rent)","No","rent, car, food","myself",""
"2019/02/14 8:13:09 AM EST","COLLEGE OF MEDICINE","Neuroscience Graduate Program","Doctoral student","Fifth year","Yes, Full (20h) GTA","12-month stipend?","3","Yes, full fee","Rent","No","600","Partial amount of the rent/ mortgage","$100-$150","Yes","Rent, food, car","savings, savings, savings",""
"2019/02/14 8:18:21 AM EST","COLLEGE OF ENGINEERING AND MATHEMATICAL SCIENCES","Materials Science","Master's student","First year","No","","","Yes, full fee","Rent","No","750","Partial amount of the rent/ mortgage","$50-$100","No","Rent, food, utilities","Food, travel, going out / relaxing ",""
"2019/02/14 9:37:25 AM EST","COLLEGE OF AGRICULTURE AND LIFE SCIENCES","Public Administration","Master's student","Third year","No","","","Yes, full fee","Rent","Yes","1800","Partial amount of the rent/ mortgage","$50-$100","No","rent, childcare, utilities","mortgage, college savings, healtheir food",""
"2019/02/14 11:03:26 AM EST","COLLEGE OF EDUCATION AND SOCIAL SERVICES","Counseling","Master's student","Second year","No","","","Yes, full fee","Rent","No","700","Partial amount of the rent/ mortgage","$150-$200","No","Groceries, healthcare, rent","Eating out, movies, all self-care",""
"2019/02/14 11:50:35 AM EST","COLLEGE OF ARTS AND SCIENCES","CMB","Doctoral student","First year","Yes, Mixed full-time (20h), GRA+GTA","12-month stipend?","2","Yes, full fee","Rent","No","900","Full amount of the rent/ mortgage","$100-$150","Yes","FOOD , GROCERIES AND HOUSE NEEDS  ,   utilities ","VACATIONS , ABLE TO AFFORD THINGS WITHOUT WORRYING , MORE FOOD  ",""
"2019/02/14 12:08:12 PM EST","COLLEGE OF ARTS AND SCIENCES","Chemistry","Doctoral student","Second year","Yes, Full (20h) GRA","9-month stipend?","3","Yes, full fee","Rent","No","717","Partial amount of the rent/ mortgage","$50-$100","Yes","Rent, food, utilities ","Activities, going out, food",""
"2019/02/14 12:16:52 PM EST","COLLEGE OF ARTS AND SCIENCES","English","Master's student","First year","Yes, Mixed full-time (20h), GRA+GTA","9-month stipend?","3","No, my grant/program covers it","Rent","No","n/a","Partial amount of the rent/ mortgage","Less than $50","No","","",""
"2019/02/14 1:45:22 PM EST","COLLEGE OF EDUCATION AND SOCIAL SERVICES","Higher Education and Student Affairs","Master's student","Second year","Yes, Full (20h) GRA","9-month stipend?","5","Yes, full fee","Other:","No","N/A","N/A","nothing (included in rent)","Yes","Transportation, Food, Familial support","",""
"2019/02/14 3:47:33 PM EST","COLLEGE OF MEDICINE","Cellular, Molecular and Biomedical Sciences","Doctoral student","Third year","Yes, Full (20h) GRA","12-month stipend?","2","Yes, full fee","Rent","No","1200","Full amount of the rent/ mortgage","$50-$100","No","Rent, groceries, pet supplies","savings, car payments, house decor",""
"2019/02/14 5:15:39 PM EST","COLLEGE OF MEDICINE","CMB","Doctoral student","Forth year","Yes, Full (20h) GTA","12-month stipend?","2","Yes, reduced fee (I am a continuous studies student)","Rent","I have a rescue dog and foster others regularly using my own funds. Does that count? :) ","850","Partial amount of the rent/ mortgage","$100-$150","No","Rent, Bills, Groceries/food on campus","I would love to be able to afford a one bedroom apartment around Burlington/Winooski/etc.","I understand it might be asking too much to save money month to month on a grad student stipend and I wouldn't expect to be able to, but instead I'm seeing my credit card debt creep up month to month because there is only a couple hundred dollars left over after my bills, which total about ~1500 a month not including groceries or random expenses. So every random life thing that comes up has to go on a credit card. Also, if there is no graduate student housing available anymore then I feel strongly that we should be paid enough money to be able to afford a small place of our own because we have limited options due to the decisions of the university. "
"2019/02/15 8:03:51 AM EST","COLLEGE OF AGRICULTURE AND LIFE SCIENCES","Masters in Public Administration","Master's student","Second year","No","","","Yes, full fee","Own","No","$795","Full amount of the rent/ mortgage","$200-$300","No","Mortgage, Heat, Transportation","Savings, Savings, Savings",""
"2019/02/15 9:35:49 AM EST","COLLEGE OF NURSING AND HEALTH SCIENCES","Graduate nursing","Doctoral student","Second year","No","","","No, I am not required to pay the fees","Own","Yes","1300","Full amount of the rent/ mortgage","$150-$200","No","daycare, mortgage, utilities","savings, daycare",""
"2019/02/15 10:09:57 AM EST","COLLEGE OF ENGINEERING AND MATHEMATICAL SCIENCES","Data Science","Master's student","Second year","Yes, Full (20h) GRA","9-month stipend?","2","Yes, full fee","Rent","No","742","Partial amount of the rent/ mortgage","$150-$200","No","Rent, electric, food","Healthcare, food, buy first car","I've been finically trapped in a relationship for two years without the means to move out."
"2019/02/15 10:32:25 AM EST","COLLEGE OF ENGINEERING AND MATHEMATICAL SCIENCES","Computer Science","Doctoral student","First year","No","","","No, my grant/program covers it","Rent","No","600","Partial amount of the rent/ mortgage","$50-$100","No","rent, food, utilities","decorations, travel, charity",""
"2019/02/18 4:22:37 AM EST","COLLEGE OF NURSING AND HEALTH SCIENCES","DNP","Doctoral student","First year","No","","","Yes, full fee","Rent","No","875","Full amount of the rent/ mortgage","Less than $50","No","Rent, food, car","payments toward student loans, hobbies, self care",""
"2019/02/18 12:56:41 PM EST","COLLEGE OF AGRICULTURE AND LIFE SCIENCES","Food Systems","Master's student","Second year","Yes, Mixed full-time (20h), GRA+GTA","12-month stipend?","4","Yes, full fee","Rent","No","$650","Partial amount of the rent/ mortgage","$50-$100","No","Rent, food, utilities","Savings, car payment (need a new car), student loan repayment",""
"2019/02/21 10:58:23 AM EST","COLLEGE OF NURSING AND HEALTH SCIENCES","Physical Therapy","Doctoral student","Second year","No","","","Yes, full fee","Own","No","$400","Partial amount of the rent/ mortgage","$150-$200","No","rent, food, gas","exercise, social activities, clothing (to replaced my tattered ones)",""
"2019/02/21 10:58:29 AM EST","COLLEGE OF NURSING AND HEALTH SCIENCES","DNP","Doctoral student","Forth year","No","","","Yes, full fee","Rent","No","$500","Partial amount of the rent/ mortgage","$50-$100","No","Rent, groceries, car expenses","Groceries, going out to eat, being able to travel occasionally",""
"2019/02/21 10:58:57 AM EST","RUBENSTEIN SCHOOL OF ENVIRONMENT AND NATURAL RESOURCES","PhD Natural Resources","Doctoral student","Third year","Yes, Full (20h) GRA","12-month stipend?","2","Yes, full fee","Rent","No","$720","Partial amount of the rent/ mortgage","$50-$100","No","Rent+Utilities, Car Payment, Groceries","Savings",""
"2019/02/21 10:59:04 AM EST","COLLEGE OF ARTS AND SCIENCES","Clinical Psychology","Doctoral student","Third year","Yes, Mixed full-time (20h), GRA+GTA","12-month stipend?","3","Yes, full fee","Rent","No","$800","Full amount of the rent/ mortgage","$50-$100","No","Rent, groceries, insurance","gym fees, well-being",""
"2019/02/21 10:59:29 AM EST","COLLEGE OF AGRICULTURE AND LIFE SCIENCES","CDAE ","Master's student","First year","Yes, Full (20h) GRA","12-month stipend?","3","Yes, full fee","Own","Yes","1,500","Partial amount of the rent/ mortgage","$100-$150","No","Childcare, mortgage, groceries","Savings",""
"2019/02/21 10:59:49 AM EST","COLLEGE OF ENGINEERING AND MATHEMATICAL SCIENCES","","Master's student","","No","","","","Rent","No","1000","Partial amount of the rent/ mortgage","$50-$100","","","",""
"2019/02/21 11:00:46 AM EST","COLLEGE OF NURSING AND HEALTH SCIENCES","Physical Therapy","Doctoral student","First year","No","","","Yes, full fee","Rent","No","800","Partial amount of the rent/ mortgage","$100-$150","No","Rent, Utilities, Groceries","Savings, Groceries, Home Improvements",""
"2019/02/21 11:01:18 AM EST","COLLEGE OF NURSING AND HEALTH SCIENCES","Physical Therapy","Doctoral student","Second year","No","","","Yes, full fee","Rent","No","675","Partial amount of the rent/ mortgage","Less than $50","No","Rent, Food, printing","entertainment, food, gas","Printing on campus is expensive for graduate students who need to have the materials to do well"
"2019/02/21 11:01:44 AM EST","COLLEGE OF AGRICULTURE AND LIFE SCIENCES","Plant & Soil Science","Master's student","First year","Yes, Mixed full-time (20h), GRA+GTA","12-month stipend?","4","Yes, full fee","Rent","No","1,200","Full amount of the rent/ mortgage","$50-$100","No","rent, grocery, heat","savings, healthier food options, car maintenance ",""
"2019/02/21 11:03:25 AM EST","COLLEGE OF ENGINEERING AND MATHEMATICAL SCIENCES","Mechanical Engineering","Master's student","First year","Yes, Full (20h) GRA","12-month stipend?","4","Yes, reduced fee (I am a continuous studies student)","Rent","No","620","Full amount of the rent/ mortgage","$50-$100","No","Rent, Food, Utilities","Hobbies",""
"2019/02/21 11:05:10 AM EST","COLLEGE OF NURSING AND HEALTH SCIENCES","Communication Sciences and Disorders","Master's student","First year","No","","","Yes, full fee","Rent","No","$650","Full amount of the rent/ mortgage","$50-$100","No","School, rent, electric","Activities, food, materials for major",""
"2019/02/21 11:05:18 AM EST","GROSSMAN SCHOOL OF BUSINESS","MAcc","Master's student","First year","No","","","some, scholarship ","Rent","No","900","Full amount of the rent/ mortgage","Less than $50","Yes","rent, food, school materials ","clothes, shoes, social activities ",""
"2019/02/21 11:05:25 AM EST","COLLEGE OF MEDICINE","Public Health ","Master's student","Second year","No","","","Yes, full fee","Rent","No","$300","Partial amount of the rent/ mortgage","$100-$150","No","Internet, Insurance: health, auto and rental","",""
"2019/02/21 11:07:26 AM EST","COLLEGE OF AGRICULTURE AND LIFE SCIENCES","Animal Science","Doctoral student","First year","Yes, Full (20h) GRA","12-month stipend?","4","Yes, full fee","Rent","Yes","$650","Partial amount of the rent/ mortgage","$100-$150","Yes","Rent, Food, Cell Phone Bill","Food, Savings, Gas",""
"2019/02/21 11:07:34 AM EST","COLLEGE OF NURSING AND HEALTH SCIENCES","","Master's student","Second year","No","","","Yes, full fee","Rent","No","653","Partial amount of the rent/ mortgage","$50-$100","No","housing/utilities, car, food","travel, entertainment, giving",""
"2019/02/21 11:09:38 AM EST","COLLEGE OF ARTS AND SCIENCES","Clinical Psychology","Doctoral student","First year","Yes, Full (20h) GTA","9-month stipend?","4","Yes, full fee","Rent","No","$825, going up to $850 next lease year","Partial amount of the rent/ mortgage","$50-$100","No","rent, groceries, utilities","fun activities (going out to eat, attending shows, travel, etc.), household needs (including turning up my heat a bit), clothing","I would like to be saving money, but with only a 9 months stipend I have to budget carefully so that I will continue to have money in the summer."
"2019/02/21 11:10:06 AM EST","RUBENSTEIN SCHOOL OF ENVIRONMENT AND NATURAL RESOURCES","Natural Resources","Doctoral student","Third year","Yes, Full (20h) GRA","12-month stipend?","4","Yes, full fee","Rent","No","$725.00","Partial amount of the rent/ mortgage","$50-$100","No","Rent, food, utilities","",""
"2019/02/21 11:10:06 AM EST","COLLEGE OF NURSING AND HEALTH SCIENCES","Communication Sciences and Disorders","Master's student","First year","No","","","Yes, full fee","Rent","No","$750","Full amount of the rent/ mortgage","$50-$100","Yes","rent, utilities, groceries","groceries, bills (e.g., car repair, doctor's visits, etc.), visiting family",""
"2019/02/21 11:10:17 AM EST","COLLEGE OF AGRICULTURE AND LIFE SCIENCES","Public Administration ","Master's student","First year","No","","","Yes, full fee","Rent","No","590","Partial amount of the rent/ mortgage","$50-$100","Yes","Rent, groceries, student loans","Food, student loans, gear for outdoor activities",""
"2019/02/21 11:13:53 AM EST","COLLEGE OF ARTS AND SCIENCES","Chemistry","Doctoral student","Third year","Yes, Full (20h) GTA","9-month stipend?","2","Yes, full fee","Rent","No","800","Full amount of the rent/ mortgage","$100-$150","Yes","Rent, Grocery, household items","Transportation,Entertainment/social events, ",""
"2019/02/21 11:17:29 AM EST","COLLEGE OF MEDICINE","Masters in Medical Science","Master's student","First year","No","","","Yes, full fee","Rent","No","775","Full amount of the rent/ mortgage","nothing (included in rent)","No","Food, gas","Food",""
"2019/02/21 11:19:24 AM EST","COLLEGE OF NURSING AND HEALTH SCIENCES","Doctor of Physical Therapy ","Doctoral student","First year","No","","","Yes, full fee","Rent","No","$1250.00","Partial amount of the rent/ mortgage","$150-$200","No","rent, food, electric ","savings, paying off loans, ",""
"2019/02/21 11:20:34 AM EST","COLLEGE OF AGRICULTURE AND LIFE SCIENCES","Plant and Soil Science","Master's student","Second year","Yes, Full (20h) GTA","12-month stipend?","3","Yes, full fee","Rent","No","850","Full amount of the rent/ mortgage","$50-$100","No","Food, utilities, cell phone","Myself, leisure, savings","Stipend is lower than other uni’s and cost of living in Burlington is high "
"2019/02/21 11:24:29 AM EST","COLLEGE OF AGRICULTURE AND LIFE SCIENCES","Master of Public Administration","Master's student","First year","Yes, Full (20h) GRA","9-month stipend?","4","Yes, full fee","Rent","No","623","Partial amount of the rent/ mortgage","$100-$150","No","Rent, Food, Gas","Personal hobbies, winter clothes, car maintenance ",""
"2019/02/21 11:28:23 AM EST","COLLEGE OF ENGINEERING AND MATHEMATICAL SCIENCES","Biostatistics","Master's student","Second year","Yes, Part-time (10h)","9-month stipend?","3","Yes, full fee","Rent","No","600","Partial amount of the rent/ mortgage","$50-$100","Yes","Rent, food, utilities ","Savings, tuition, vehicle expensives","University employees get pay increases every year for higher cost of living, but graduates get paid the same. "
"2019/02/21 11:28:23 AM EST","COLLEGE OF AGRICULTURE AND LIFE SCIENCES","CDAE","Master's student","Second year","Yes, Full (20h) GRA","9-month stipend?","3","Yes, full fee","Rent","No","700","Full amount of the rent/ mortgage","$100-$150","Yes","Rent, utilities, car payments","Food, gas, other needs (boots for winter, etc)","I'm really lucky to have found a cheap(ish) place to live but it's still 40% of my monthly stipend. It's hard to afford food, even groceries; I purchase bare necessities. "
"2019/02/21 11:39:33 AM EST","COLLEGE OF ENGINEERING AND MATHEMATICAL SCIENCES","Biomedical Engineering","Master's student","First year","No","","","Yes, full fee","Rent","No","850","Full amount of the rent/ mortgage","$150-$200","Yes","groceries, heat (electric), internet/cable","eating out, participating in community activities, UVM activities",""
"2019/02/21 11:43:20 AM EST","COLLEGE OF EDUCATION AND SOCIAL SERVICES","MSW","Master's student","Second year","Yes, Part-time (10h)","9-month stipend?","3","Yes, full fee","Own","No","2,000","Partial amount of the rent/ mortgage","$150-$200","No","mortgage, groceries, heat","groceries, car repair, home renovations",""
"2019/02/21 11:43:41 AM EST","COLLEGE OF ENGINEERING AND MATHEMATICAL SCIENCES","Math","Master's student","First year","Yes, Full (20h) GTA","9-month stipend?","3","Yes, full fee","Own","Yes","$ 1859","Partial amount of the rent/ mortgage","$50-$100","No","transportation, food, child care","savings, savings, savings",""
"2019/02/21 11:44:35 AM EST","COLLEGE OF EDUCATION AND SOCIAL SERVICES","Special Education AMP","Master's student","First year","No","","","I pay as an undergraduate ","Other:","No","0","I am an RA","nothing (included in rent)","Yes","Food, Insurance, and Car Bill","Going out, Skiing, and Relaxing",""
